"RefNo","SupplierName","DatePosted","Details","PaymentMode","AmountDr","AmountCr","TransNo","AccountUsed","FormID","ItemName","Measures","Quantity","UnitCost","VehicleNo"
"YongXing Steel Company Ltd Payment On 29 April 2026 By 3:54:53 PM","YongXing Steel Company Ltd","2026-04-29 00:00:00","Payments Made","Cheque",0,250000000,"ni[p","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 April 2026 By 3:56:09 PM","YongXing Steel Company Ltd","2026-04-29 00:00:00","Payments Made","Cheque",0,250000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 April 2026 By 3:57:03 PM","YongXing Steel Company Ltd","2026-04-29 00:00:00","Payments Made","Cheque",0,250000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 29 April 2026 By 3:57:59 PM","YongXing Steel Company Ltd","2026-04-29 00:00:00","Payments Made","Cheque",0,250000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 May 2026 By 10:14:54 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","Sunny Best (Gbj 619 Xa) 80 Tons of 12mm Local @ 766000"," ========== ",61280000,0,"OST1526101454"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:20:48 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","Valike ind. (Enu 305 Xk) 100Tons of 12mm Local @ 766000"," ========== ",76600000,0,"OST1526102048"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:23:19 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","Chuks Walahi (Fgg 811 Zd) 100 Tons of 12mm Local @ 766000"," ========== ",76600000,0,"OST1526102319"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:25:44 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","C.Y Kogi (Lkj 161 Xb) 70 Tons of 12mm Local @ 767000"," ========== ",53690000,0,"OST1526102544"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:28:51 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","(Akl 756 Xd) 100 Tons of 12mm Local @ 767000"," ========== ",76700000,0,"OST1526102851"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:31:48 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","(Nwa 523 Xa) 90 Tons of 12mm Local @ 767000"," ========== ",69030000,0,"OST1526103148"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:36:08 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","(Etu 891 Xa) 100 Tons of 12mm Local@ 767000"," ========== ",76700000,0,"OST152610368"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:39:07 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","(Etu 892 Xa) 100 Tons of 12mm Local @ 767000"," ========== ",76700000,0,"OST152610397"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 29 April 2026 By 10:43:15 AM","YongXing Steel Company Ltd","2026-04-29 00:00:00","(Ebj 331 Xb) 80 Tons of 12mm Local @ 767000"," ========== ",61360000,0,"OST1526104315"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 April 2026 By 4:42:37 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Payment Made","Cheque",0,100000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 April 2026 By 4:43:41 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Payment Made","Cheque",0,40000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 April 2026 By 4:44:45 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Payment Made","Cheque",0,300000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 April 2026 By 4:45:49 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Payment Made","Cheque",0,400000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 30 April 2026 By 4:46:55 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Paymemnt Made","Cheque",0,160000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 4:49:56 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","N.D Best (Uwn 659 Zr) 70 Tons of 12mm Local @ 768000"," ========== ",53760000,0,"OST1526164956"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 4:55:57 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Olly Best (Fgg 569 Zv) 80 Tons of 12mm Local @ 768000"," ========== ",61440000,0,"OST1526165557"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 4:58:24 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","(Uwn 734 Zl) 100 Tons of 16mm Local @ 768000"," ========== ",76800000,0,"OST1526165824"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:00:05 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","(Rrt 783 Xa) 100 Tons of 16mm Local @ 768000"," ========== ",76800000,0,"OST15261705"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:02:36 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Emma Warri (Abc 405 Xb) 50 Tons of 16mm TMT @1010000"," ========== ",50500000,0,"OST152617236"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:04:25 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Emma Warri (Fky 421 Xx) 50 Tons of 12mm TMT @1010000"," ========== ",50500000,0,"OST152617425"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:05:43 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","(Rrt 781 Xa) 100 Tons of 12mm Local @769000"," ========== ",76900000,0,"OST152617543"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:08:07 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Alloy Awka (Fkl 109 Yk) 84 Tons of 12mm Local @ 769000"," ========== ",64596000,0,"OST15261787"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:10:18 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Emeka Warri (Epe 201 Xs) 50 Tons of 12mm @ 769000"," ========== ",38450000,0,"OST1526171018"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:12:28 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","(Akl 756 Xd) Extra 20 Tons of 12mm Local @ 769000"," ========== ",15380000,0,"OST1526171228"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:16:17 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Chuks Steel (Gdd 263 Zn) 100 Tons of 12mm Local @ 769000"," ========== ",76900000,0,"OST1526171617"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:18:13 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","Dona Osas ( Epe 171 Xa) 80 Tons of 12mm Local @ 769000"," ========== ",61520000,0,"OST1526171813"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:20:37 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","(Rrt 816 Xa) 110 Tons of 12mm Local @ 769000"," ========== ",84590000,0,"OST1526172037"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:22:49 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","(Nca 869 Xa) 80 Tons of 12mm Local @769000"," ========== ",61520000,0,"OST1526172249"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 30 April 2026 By 5:25:25 PM","YongXing Steel Company Ltd","2026-04-30 00:00:00","(Uwn 733 Zl) 90 Tons of 12mm Local @ 769000"," ========== ",69210000,0,"OST1526172525"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 May 2026 By 4:49:21 PM","YongXing Steel Company Ltd","2026-05-01 00:00:00","(Asb 53 Yf) 70 Tons of 12mm TMT @ 1012000"," ========== ",70840000,0,"OST2526164921"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 May 2026 By 4:50:52 PM","YongXing Steel Company Ltd","2026-05-01 00:00:00","(Asb 53 Yf) 100 Tons of 12mm Local @ 768000"," ========== ",76800000,0,"OST2526165052"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 May 2026 By 4:52:36 PM","YongXing Steel Company Ltd","2026-05-01 00:00:00","(Nsk 320 Zy) 110 Tons of 12mm Local @ 768000"," ========== ",84480000,0,"OST2526165236"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 01 May 2026 By 4:54:20 PM","YongXing Steel Company Ltd","2026-05-01 00:00:00","(Abb 894 Xa) 110 Tons of 12mm Local @ 768000"," ========== ",84480000,0,"OST2526165420"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 May 2026 By 4:56:45 PM","YongXing Steel Company Ltd","2026-05-01 00:00:00","Payments Made","Cheque",0,100000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 01 May 2026 By 4:57:24 PM","YongXing Steel Company Ltd","2026-05-01 00:00:00","Payments Made","Cheque",0,42000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 02 May 2026 By 9:21:14 AM","YongXing Steel Company Ltd","2026-05-02 00:00:00","Payments Made","Cheque",0,88456071,"ni[p","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 9:27:07 AM","YongXing Steel Company Ltd","2026-05-02 00:00:00","(Nsk 320 Zy) 40.800 Tons of 5.5mm Coil Wire @ 1305000"," ========== ",53244000,0,"OST55269277"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 9:29:43 AM","YongXing Steel Company Ltd","2026-05-02 00:00:00","(Uwn 733 Zl) 39.450 Tons of 5.5mm Coil Wire @ 1305000"," ========== ",51482250,0,"OST552692943"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 9:31:24 AM","YongXing Steel Company Ltd","2026-05-02 00:00:00","(Etu 891 Xa) 39.710 Tons of 5.5mm Coil Wire @ 1305000"," ========== ",51821550,0,"OST552693124"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 11:14:53 AM","YongXing Steel Company Ltd","2026-05-04 00:00:00","Kaodinna Nteje (Enu 307 Bu) 76 Tons of 12mm Local @ 768000"," ========== ",58368000,0,"OST5526111453"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 11:16:52 AM","YongXing Steel Company Ltd","2026-05-04 00:00:00","Abraham Bayelsa (Brs 386 Xa) 50 Tons of 12mm Local @ 768000"," ========== ",38400000,0,"OST5526111652"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 11:18:03 AM","YongXing Steel Company Ltd","2026-05-04 00:00:00","( Rrt 782  Xa) 100 Tons of 12mm Local @ 768000"," ========== ",76800000,0,"OST552611183"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 11:19:38 AM","YongXing Steel Company Ltd","2026-05-04 00:00:00","(Akl 15 Xf) 90 Tons of 12mm Local @ 768000"," ========== ",69120000,0,"OST5526111938"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 02 May 2026 By 11:21:27 AM","YongXing Steel Company Ltd","2026-05-04 00:00:00","( Ebj 953 Xb) 80 Tons of 12mm Local @ 769000"," ========== ",61520000,0,"OST5526112127"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 05 May 2026 By 11:26:38 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Dona Osas ( Ben 05 Xf) 80 Tons of 12mm Local @ 769000"," ========== ",61520000,0,"OST5526112638"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 05 May 2026 By 11:28:10 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","( Akl 15 Xf) Extra 20 Tons of 12mm Local @ 769000"," ========== ",15380000,0,"OST5526112810"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 05 May 2026 By 11:29:25 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Payments Made","Cheque",0,73544000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 04 May 2026 By 12:10:41 PM","YongXing Steel Company Ltd","2026-05-04 00:00:00","Payments Made","Cheque",0,63000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 04 May 2026 By 12:11:50 PM","YongXing Steel Company Ltd","2026-05-04 00:00:00","Payments Made","Cheque",0,153000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 05 May 2026 By 12:12:28 PM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Payments Made","Cheque",0,34000000,"nip","Access Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 05 May 2026 By 5:08:17 PM","YongXing Steel Company Ltd","2026-05-05 00:00:00","(Nzm 975 Zl) 55 Tons of B/Wire @ 1368000"," ========== ",75240000,0,"OST552617817"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"Alloted To YongXing Steel Company Ltd On 05 May 2026 By 5:11:08 PM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Valike Invest.( Dfb 861 Xa) 100 Tons of 12mm Local @ 768000"," ========== ",76800000,0,"OST552617118"," ========== ","OST"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 05 May 2026 By 10:01:03 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Payments Made","Cheque",0,250000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 05 May 2026 By 10:02:10 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Payment Made","Cheque",0,83000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 05 May 2026 By 10:04:02 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Payment Made ","Cheque",0,61000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 05 May 2026 By 10:10:57 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Payments  Made","Cheque",0,277000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
"YongXing Steel Company Ltd Payment On 05 May 2026 By 10:11:57 AM","YongXing Steel Company Ltd","2026-05-05 00:00:00","Payments Made","Cheque",0,329000000,"nip","Zenith Bank Plc","CS"," ========== "," ========== "," ========== ","0"," ========== "
